Order Date,Segment,Market,Sales,Profit
2013-09-18,Consumer,USCA,443.92,8.8784
2015-09-03,Consumer,Africa,195.93,45.06
2015-06-13,Home Office,LATAM,303.84,-136.76
2013-12-19,Consumer,Asia Pacific,258.29999999999995,46.44
2013-06-29,Consumer,Asia Pacific,175.92000000000004,-215.52000000000004
2013-10-17,Consumer,USCA,77.88,3.8939999999999912
2014-05-09,Consumer,Europe,222.36,104.46000000000001
2014-03-04,Corporate,Europe,144.59999999999997,7.199999999999999
2015-06-26,Consumer,Europe,297.00000000000006,38.519999999999996
2013-11-09,Consumer,USCA,11.352000000000002,4.1151
2015-12-23,Consumer,USCA,31.16,7.789999999999999
2013-06-01,Corporate,Asia Pacific,433.87200000000007,-162.70800000000003
2014-04-29,Consumer,Asia Pacific,226.4022,37.042199999999994
2015-11-24,Consumer,Asia Pacific,458.36280000000005,-210.99720000000002
2012-04-06,Corporate,Europe,413.42400000000004,183.744
2015-01-20,Consumer,Europe,252.82799999999997,-63.25200000000001
2012-08-14,Consumer,Europe,238.14,19.80000000000001
2015-09-16,Corporate,Asia Pacific,109.32,5.46
2014-07-17,Consumer,USCA,494.376,-115.35440000000006
2015-11-22,Consumer,USCA,1039.992,103.99920000000003
2015-11-22,Consumer,USCA,150.8,56.55
2013-06-17,Corporate,LATAM,435.41999999999996,-195.96000000000004
2014-01-22,Consumer,Asia Pacific,193.68,90.96000000000001
2013-11-08,Corporate,Europe,356.16,163.79999999999998
2015-02-26,Consumer,Europe,332.41949999999997,-503.4105000000001
2015-06-15,Consumer,LATAM,250.43999999999997,67.55999999999999
2012-07-27,Consumer,USCA,129.888,12.98879999999999
2015-05-06,Consumer,Asia Pacific,282.30000000000007,135.29999999999998
2015-09-18,Consumer,Africa,274.68,0.0
2015-01-08,Home Office,Asia Pacific,340.86000000000007,122.69999999999999
2012-06-26,Corporate,LATAM,267.228,-49.19200000000005
2015-03-26,Consumer,Asia Pacific,275.76,5.46
2013-04-24,Corporate,Europe,363.75,39.99
2014-07-17,Consumer,USCA,143.98199999999997,-28.796400000000006
2014-05-16,Home Office,Asia Pacific,392.445,-39.285000000000004
2013-08-16,Corporate,Africa,575.64,103.56
2013-06-25,Corporate,Europe,345.384,30.653999999999996
2014-04-08,Consumer,Asia Pacific,201.0675,-29.182499999999997
2013-02-08,Consumer,Asia Pacific,462.105,-36.015
2013-03-16,Corporate,Africa,259.83,106.53
2012-11-13,Consumer,Asia Pacific,339.885,-24.61500000000001
2015-04-08,Consumer,Africa,228.06000000000006,-486.53999999999996
2013-09-11,Home Office,Asia Pacific,142.47000000000003,14.22
2014-04-02,Consumer,Europe,444.72,208.92000000000002
2012-07-19,Corporate,Europe,178.32000000000002,51.599999999999994
2013-01-15,Consumer,Asia Pacific,785.3400000000001,94.23000000000002
2014-06-29,Home Office,Africa,195.84,1.92
2015-08-08,Consumer,USCA,118.16,-25.108999999999988
2013-10-20,Consumer,Asia Pacific,398.61,15.930000000000001
2015-08-08,Consumer,USCA,119.44800000000001,-13.437900000000006
2014-12-18,Consumer,Europe,434.8800000000001,104.30999999999999
2015-08-19,Home Office,Asia Pacific,199.34400000000002,-154.53600000000003
2012-12-21,Consumer,Africa,166.62,34.980000000000004
2012-08-23,Corporate,Europe,450.7919999999999,-75.16799999999995
2012-07-27,Consumer,USCA,48.944,16.5186
2012-02-26,Consumer,LATAM,268.26000000000005,10.680000000000001
2015-06-04,Home Office,LATAM,381.68,141.2
2015-02-03,Home Office,Asia Pacific,474.984,-300.936
2013-07-24,Consumer,Asia Pacific,108.62880000000003,1.9487999999999772
2014-11-22,Consumer,USCA,127.554,-9.110999999999997
2015-06-19,Corporate,LATAM,225.23999999999995,78.78
2015-08-28,Consumer,Africa,244.5,48.900000000000006
2014-07-25,Corporate,Europe,179.73899999999998,67.869
2013-12-24,Consumer,LATAM,505.2,-50.519999999999996
2014-07-24,Consumer,USCA,175.92,15.393000000000008
2015-01-29,Consumer,Europe,464.61,-32.91
2015-06-28,Consumer,Asia Pacific,325.9200000000001,78.12
2014-06-03,Consumer,Africa,636.21,178.10999999999999
2015-07-16,Consumer,Asia Pacific,206.39999999999998,92.88
2014-12-28,Corporate,Asia Pacific,230.796,71.79599999999999
2013-09-24,Consumer,Europe,345.30300000000005,7.623000000000005
2014-06-14,Corporate,LATAM,342.5136,61.0736
2014-07-22,Consumer,Asia Pacific,430.70400000000006,-33.57600000000001
2014-09-02,Home Office,LATAM,237.07199999999997,-102.768
2013-10-02,Consumer,USCA,53.040000000000006,-4.640999999999998
2012-08-24,Home Office,Asia Pacific,820.6650000000001,218.71500000000003
2012-08-30,Corporate,Africa,204.14999999999998,53.07000000000001
2014-07-02,Home Office,LATAM,258.0,87.72
2013-03-27,Consumer,Asia Pacific,130.44,45.599999999999994
2014-06-06,Consumer,USCA,58.24,15.724800000000002
2015-09-01,Corporate,Europe,565.3199999999999,56.519999999999996
2015-05-13,Consumer,USCA,87.6,42.047999999999995
2013-04-07,Corporate,Asia Pacific,1134.9,45.36
2015-12-02,Consumer,LATAM,274.80000000000007,112.61999999999998
2012-10-06,Consumer,LATAM,270.144,-3.3959999999999924
2013-08-22,Home Office,Asia Pacific,483.51599999999996,-217.58400000000006
2015-05-10,Consumer,Africa,642.6,70.67999999999999
2015-11-22,Consumer,USCA,51.84,24.883200000000002
2014-11-22,Consumer,USCA,77.952,15.590399999999995
2015-12-15,Corporate,LATAM,248.49999999999994,111.8
2012-02-01,Corporate,Asia Pacific,352.35,137.4
2015-12-26,Consumer,Asia Pacific,910.3499999999999,391.34999999999997
2015-12-11,Consumer,Asia Pacific,230.03999999999996,6.8999999999999995
2013-02-12,Consumer,Europe,248.13000000000002,24.78
2012-08-11,Consumer,LATAM,618.2400000000001,253.4
2014-09-21,Consumer,Europe,214.92000000000002,50.1
2013-01-26,Home Office,Europe,440.64,132.12
2014-07-09,Corporate,Europe,360.28799999999995,31.968000000000004
2013-09-15,Consumer,Asia Pacific,385.02,57.72
2015-11-21,Corporate,Europe,364.92,83.91
2015-10-04,Home Office,Asia Pacific,332.2800000000001,29.880000000000003
2012-06-15,Consumer,USCA,41.4,19.458
2015-08-20,Corporate,Asia Pacific,616.92,203.57999999999998
2013-05-01,Consumer,Europe,363.44700000000006,149.33699999999996
2014-06-06,Consumer,USCA,21.552000000000003,7.004399999999998
2012-10-03,Home Office,Asia Pacific,349.6986,142.8786
2013-06-04,Consumer,Asia Pacific,196.74,98.37
2014-11-02,Consumer,Europe,399.6,-255.78000000000003
2013-05-12,Corporate,LATAM,100.764,-45.396
2015-08-28,Consumer,Europe,179.24999999999997,25.049999999999997
2013-07-30,Corporate,Asia Pacific,243.06,102.06
2012-06-15,Consumer,USCA,39.55200000000001,14.337599999999998
2015-10-21,Consumer,LATAM,503.59080000000006,104.95079999999999
2014-09-19,Consumer,LATAM,475.43999999999994,-198.09999999999997
2013-12-07,Consumer,Asia Pacific,171.42000000000002,34.26
2013-01-04,Consumer,Africa,199.2,93.6
2013-10-01,Corporate,LATAM,183.12,21.96
2013-10-02,Consumer,USCA,11.032,3.0338000000000003
2014-02-11,Consumer,LATAM,446.4,44.6
2015-06-23,Consumer,Asia Pacific,325.062,-357.61799999999994
2014-07-06,Corporate,Europe,323.064,-60.60600000000001
2013-03-28,Consumer,USCA,15.552000000000003,5.4432
2012-03-10,Consumer,USCA,8.32,2.2880000000000003
2014-06-18,Consumer,Europe,264.06,95.03999999999999
2015-09-20,Corporate,Europe,108.24,25.92
2014-11-21,Consumer,Asia Pacific,369.71999999999997,-140.57999999999998
2015-09-28,Consumer,LATAM,592.99164,76.03164
2013-03-14,Home Office,Europe,947.6999999999998,66.3
2014-11-22,Consumer,USCA,30.345000000000006,-24.275999999999996
2013-11-02,Home Office,LATAM,145.836,-24.324000000000012
2012-07-27,Consumer,USCA,14.320000000000002,5.191000000000001
2014-07-24,Consumer,USCA,13.344000000000001,1.0008
2013-11-06,Consumer,LATAM,89.91999999999997,24.16
2012-12-01,Consumer,Europe,219.4275,82.47750000000002
2013-10-22,Corporate,LATAM,289.92,81.11999999999999
2015-12-30,Consumer,Asia Pacific,333.6255,-56.52449999999996
2012-04-21,Corporate,Asia Pacific,210.53999999999996,41.910000000000004
2015-08-06,Corporate,Asia Pacific,171.87,63.57000000000001
2015-08-19,Consumer,USCA,10.782000000000002,-7.906799999999997
2014-08-16,Corporate,Asia Pacific,498.4200000000001,224.28000000000003
2015-06-25,Consumer,Asia Pacific,571.4549999999999,215.865
2012-09-14,Home Office,Asia Pacific,75.114,-5.856000000000002
2013-01-31,Consumer,LATAM,151.92,71.4
2012-06-15,Consumer,USCA,35.0,10.499999999999996
2013-03-22,Consumer,Europe,399.0,-263.4
2014-08-12,Consumer,Europe,297.84000000000003,74.46000000000001
2012-10-11,Consumer,LATAM,206.56000000000003,48.959999999999994
2015-08-13,Home Office,Asia Pacific,579.4499999999999,225.9
2015-12-26,Corporate,Europe,319.56,146.97
2012-11-01,Consumer,Asia Pacific,504.72,232.11
2013-11-19,Corporate,Europe,414.24,12.24
2015-10-06,Home Office,LATAM,375.12000000000006,-437.67999999999995
2014-10-07,Home Office,Africa,414.65999999999997,107.76
2014-07-24,Consumer,USCA,5.184000000000001,1.8144
2015-11-17,Corporate,Europe,473.1479999999999,41.98800000000001
2015-01-29,Consumer,Europe,380.96999999999997,143.91000000000003
2012-10-24,Consumer,LATAM,339.296,50.855999999999995
2014-04-17,Consumer,Asia Pacific,194.76600000000005,-95.93400000000001
2014-01-21,Consumer,Europe,717.1199999999999,93.14999999999999
2014-07-17,Consumer,USCA,5.84,0.7299999999999995
2014-11-15,Corporate,LATAM,248.07999999999998,99.11999999999999
2015-10-27,Corporate,Europe,223.82999999999996,58.14
2013-09-24,Consumer,Europe,346.5,114.24000000000001
2015-08-08,Home Office,Asia Pacific,251.25,42.599999999999994
2013-12-29,Consumer,Europe,364.581,64.701
2013-01-06,Consumer,LATAM,179.208,-17.95200000000001
2015-10-08,Corporate,Africa,327.12,114.47999999999999
2015-09-02,Consumer,LATAM,394.97999999999996,15.779999999999998
2013-03-28,Consumer,USCA,5.232,1.7004
2014-07-24,Consumer,USCA,4.4479999999999995,0.3335999999999999
2013-10-09,Consumer,Asia Pacific,176.20200000000003,56.742000000000004
2015-11-26,Consumer,Africa,520.6800000000001,93.72
2013-09-02,Consumer,Europe,357.102,53.53199999999998
2015-02-18,Home Office,Asia Pacific,160.78769999999997,29.387700000000002
2014-07-24,Consumer,USCA,4.751999999999999,-8.316000000000003
2014-08-21,Consumer,Asia Pacific,568.47,284.21999999999997
2014-04-20,Home Office,Europe,140.88,28.08
2014-12-03,Consumer,Asia Pacific,229.39200000000005,50.922
2013-03-26,Corporate,Europe,245.86200000000002,49.122
2015-12-11,Corporate,Asia Pacific,445.7100000000001,-69.81000000000002
2015-04-15,Consumer,LATAM,292.92800000000005,-22.032000000000018
2015-08-26,Home Office,LATAM,336.23999999999995,100.85999999999999
2015-08-08,Corporate,Africa,455.43600000000015,-425.1239999999999
2012-04-08,Corporate,Europe,205.43999999999997,-127.43999999999997
2013-10-06,Consumer,LATAM,273.384,27.26400000000003
2014-10-16,Corporate,LATAM,219.792,-126.40800000000002
2013-03-30,Corporate,LATAM,381.19608000000005,144.37608
2014-04-18,Home Office,Asia Pacific,491.76,83.52
2014-09-05,Consumer,Europe,218.02499999999998,89.625
2012-03-10,Consumer,USCA,10.464000000000002,1.7003999999999992
2015-07-11,Corporate,LATAM,359.648,125.84799999999998
2015-11-11,Home Office,Asia Pacific,244.44,7.140000000000001
2013-06-27,Corporate,Asia Pacific,262.278,101.95800000000003
2015-08-02,Home Office,Europe,490.26000000000005,88.19999999999999
2015-01-09,Consumer,LATAM,225.23999999999995,78.78
2014-09-25,Home Office,Europe,322.2179999999999,-30.341999999999988
2013-10-02,Consumer,LATAM,138.4,4.1
2013-10-09,Consumer,LATAM,342.08000000000004,0.0
2013-12-24,Consumer,LATAM,221.44,6.56
2012-09-14,Home Office,LATAM,215.37600000000003,-8.204000000000002
2015-12-15,Consumer,Asia Pacific,393.39,145.52999999999997
2012-08-29,Consumer,Europe,222.36,104.46000000000001
2012-05-03,Consumer,Europe,369.09000000000003,14.76
2012-10-03,Consumer,USCA,589.41,-6.549000000000049
2015-12-08,Consumer,Europe,257.25,30.749999999999996
2015-08-02,Consumer,Europe,443.80800000000005,-199.752
2014-10-15,Consumer,LATAM,492.9599999999999,83.75999999999999
2014-11-15,Corporate,LATAM,430.91999999999996,189.56
2013-08-03,Home Office,Europe,215.09999999999997,77.4
2014-05-23,Home Office,Asia Pacific,195.84,70.44
2014-12-06,Consumer,LATAM,98.0,20.499999999999996
2014-09-02,Consumer,USCA,533.6099999999999,170.73
2014-08-15,Home Office,Asia Pacific,446.79599999999994,143.916
2015-07-03,Consumer,Europe,435.51,0.0
2014-11-12,Corporate,Asia Pacific,417.5976,-31.562400000000025
2015-12-11,Consumer,USCA,426.78999999999996,123.76909999999995
2015-03-17,Corporate,Asia Pacific,442.32,101.64000000000001
2015-06-27,Consumer,USCA,545.9159999999999,72.78880000000004
2014-10-02,Consumer,USCA,69.9,18.873000000000005
2015-03-08,Consumer,Europe,385.02,50.04
2015-12-15,Consumer,Asia Pacific,255.78000000000003,30.660000000000004
2014-03-04,Consumer,USCA,637.896,-127.57919999999996
2013-06-30,Corporate,Asia Pacific,340.38,37.44
2012-06-02,Consumer,Asia Pacific,562.5180000000001,143.71799999999996
2015-11-10,Consumer,Europe,296.92199999999997,52.36200000000001
2014-08-01,Home Office,Asia Pacific,367.71000000000004,44.10000000000001
2015-08-07,Corporate,Africa,115.92,35.88
2013-07-02,Corporate,Asia Pacific,184.32,73.62
2014-09-10,Consumer,Europe,261.44999999999993,31.29
2012-07-19,Consumer,Africa,190.2,24.72
2012-11-03,Consumer,Europe,230.20200000000003,5.082000000000001
2013-01-04,Corporate,LATAM,255.83999999999997,46.02
2015-05-05,Consumer,USCA,243.16,72.94799999999998
2013-11-28,Consumer,LATAM,243.16800000000003,-15.252000000000004
2014-05-16,Home Office,Africa,244.14,82.98
2014-03-29,Consumer,USCA,87.92,0.8791999999999973
2013-10-30,Consumer,Europe,267.48,128.16
2013-03-20,Home Office,Asia Pacific,535.44,21.36
2015-01-04,Consumer,Asia Pacific,183.33,49.35000000000001
2015-02-01,Consumer,Europe,484.596,56.37599999999986
2015-06-24,Consumer,Europe,1732.7100000000003,207.90000000000003
2013-08-13,Consumer,Asia Pacific,373.2300000000001,89.55
2015-06-10,Corporate,Europe,826.1999999999999,16.5
2014-09-10,Consumer,LATAM,205.10399999999998,71.78400000000002
2015-01-10,Consumer,Europe,97.63199999999999,30.372
2014-05-29,Consumer,LATAM,261.23999999999995,18.24
2014-07-08,Corporate,LATAM,230.16,64.44
2015-06-09,Home Office,Europe,461.43000000000006,161.46
2013-05-17,Consumer,Asia Pacific,231.41700000000003,25.676999999999996
2015-06-27,Consumer,USCA,358.2,41.79000000000002
2012-12-28,Corporate,LATAM,317.94,155.67999999999998
2015-06-20,Corporate,Europe,339.36,61.08
2012-01-07,Corporate,Europe,716.04,143.15999999999997
2015-11-17,Consumer,USCA,139.92,23.786399999999986
2014-12-05,Consumer,Asia Pacific,545.0400000000001,-145.38000000000008
2014-03-04,Consumer,USCA,287.90999999999997,33.58949999999999
2015-11-17,Consumer,USCA,33.29,7.989599999999999
2015-03-06,Consumer,Europe,156.06,62.279999999999994
2015-04-28,Home Office,Asia Pacific,98.01600000000002,-137.244
2013-12-17,Corporate,Europe,403.19999999999993,181.44
2015-10-08,Consumer,LATAM,196.70399999999998,-72.17599999999999
2015-09-03,Home Office,Asia Pacific,269.028,83.68799999999999
2015-10-15,Corporate,LATAM,203.14,89.32
2013-06-20,Consumer,Asia Pacific,112.95000000000002,18.0
2014-07-22,Consumer,USCA,35.97,7.89
2014-10-02,Consumer,USCA,41.849999999999994,10.880999999999998
2013-11-16,Consumer,Europe,576.828,-384.552
2014-01-08,Consumer,Asia Pacific,226.80000000000004,-22.800000000000004
2015-07-04,Corporate,LATAM,133.44,-93.43999999999998
2012-10-11,Consumer,Europe,242.99999999999997,104.39999999999999
2014-04-02,Consumer,Europe,300.402,-125.20800000000003
2014-11-18,Corporate,LATAM,145.32,-4.9
2015-11-17,Consumer,USCA,73.67999999999999,34.629599999999996
2014-10-25,Consumer,Africa,346.92,100.56
2014-09-20,Corporate,Asia Pacific,263.19599999999997,75.996
2015-06-04,Consumer,LATAM,191.85552,74.57552
2013-07-30,Corporate,Europe,401.76,-44.64
2013-09-27,Consumer,Europe,493.20000000000005,54.0
2014-11-25,Corporate,Europe,105.6,0.0
2012-05-08,Consumer,LATAM,378.92064,63.72063999999999
2015-10-21,Consumer,Africa,623.7,37.38
2015-08-11,Home Office,Asia Pacific,338.3154,3.6353999999999935
2015-05-22,Consumer,Africa,375.65999999999997,112.68
2013-08-09,Corporate,LATAM,549.24,76.8
2013-12-03,Corporate,LATAM,683.5999999999999,328.08000000000004
2012-05-30,Consumer,Africa,345.96000000000004,41.46
2015-07-07,Consumer,Asia Pacific,576.6525000000001,-7.71750000000003
2014-03-16,Consumer,USCA,26.099999999999998,6.779999999999999
2014-06-24,Corporate,LATAM,370.4,55.4
2015-11-29,Corporate,Europe,424.20000000000005,161.16
2014-11-09,Consumer,Europe,395.82,-316.74
2015-09-17,Consumer,Europe,870.9000000000001,130.62
2012-10-04,Consumer,Asia Pacific,194.39999999999998,40.8
2015-12-29,Consumer,Asia Pacific,474.4115999999999,15.231599999999993
2013-03-26,Home Office,Asia Pacific,375.36749999999995,29.947500000000005
2015-12-20,Home Office,Africa,203.76,85.5
2014-02-15,Home Office,Europe,307.85999999999996,141.54
2015-09-25,Home Office,Europe,636.36,203.57999999999998
2013-05-07,Consumer,USCA,45.68,21.0128
2014-08-16,Corporate,Asia Pacific,248.55,79.5
2014-12-02,Home Office,Asia Pacific,136.66049999999998,-74.77949999999998
2014-07-11,Corporate,Europe,441.90000000000003,0.0
2014-03-04,Consumer,USCA,36.6,11.894999999999994
2013-07-02,Corporate,Asia Pacific,170.07000000000002,57.81
2014-05-07,Consumer,Asia Pacific,254.016,76.17599999999999
2014-04-27,Consumer,Europe,1242.8099999999997,397.62
2015-12-11,Consumer,LATAM,255.42000000000002,40.86
2013-03-09,Consumer,Europe,248.82,39.78
2014-01-04,Consumer,Europe,681.7200000000001,327.12
2013-08-29,Consumer,USCA,16.5,4.11
2012-10-02,Consumer,Asia Pacific,266.58,87.84
2013-08-29,Consumer,USCA,27.69,2.19
2014-05-23,Consumer,Europe,238.94400000000002,-131.49599999999998
2015-08-13,Consumer,Asia Pacific,154.44,43.199999999999996
2015-02-25,Home Office,Africa,158.58,20.580000000000002
2015-12-17,Consumer,Asia Pacific,139.68150000000003,-81.86850000000001
2015-10-27,Consumer,LATAM,415.62000000000006,8.280000000000001
2013-11-27,Consumer,LATAM,203.2,4.0
2014-02-05,Consumer,Europe,234.06,56.16
2013-07-31,Consumer,LATAM,214.17600000000002,61.536000000000016
2014-07-06,Consumer,Europe,490.43999999999994,39.12
2015-09-23,Corporate,Asia Pacific,364.932,51.012
2012-06-24,Consumer,Asia Pacific,439.344,87.864
2015-01-24,Consumer,Europe,222.345,34.54500000000001
2014-08-03,Home Office,Europe,720.0,43.199999999999996
2015-05-19,Consumer,LATAM,239.18400000000003,38.843999999999994
2015-10-09,Consumer,LATAM,343.73999999999995,164.94
2015-11-17,Consumer,USCA,107.88,10.787999999999997
2015-09-10,Home Office,Asia Pacific,375.74399999999997,-197.31599999999992
2015-11-13,Corporate,LATAM,505.42711999999995,226.86712000000003
2012-09-11,Home Office,Europe,229.446,-22.974
2015-08-23,Consumer,Europe,263.88000000000005,-29.700000000000017
2012-07-28,Corporate,Europe,116.22,20.88
2012-10-17,Consumer,Europe,155.27700000000002,-10.413000000000004
2015-02-28,Consumer,Asia Pacific,522.0600000000001,20.88
2014-12-31,Consumer,Asia Pacific,263.58,65.88
2014-06-19,Consumer,Europe,159.12,60.39
2015-06-03,Home Office,LATAM,388.60800000000006,-14.592000000000008
2012-06-23,Consumer,USCA,10.95,4.26
2014-06-17,Corporate,Europe,307.26,81.89999999999999
2013-12-27,Home Office,Europe,428.27399999999994,137.994
2013-05-10,Corporate,Asia Pacific,179.82,68.31
2014-08-07,Consumer,Asia Pacific,281.7540000000001,-117.84600000000003
2014-09-12,Home Office,Europe,339.84000000000003,88.28999999999999
2013-11-15,Corporate,Africa,408.3599999999999,24.48
2014-02-23,Corporate,Europe,474.5520000000001,26.35199999999999
2014-03-29,Consumer,USCA,5.98,2.9302
2012-11-13,Consumer,USCA,32.400000000000006,15.552000000000001
2012-06-23,Consumer,USCA,9.120000000000001,3.24
2015-10-02,Home Office,LATAM,135.2,44.6
2014-06-12,Consumer,Asia Pacific,248.72370000000004,-32.856300000000005
2015-11-27,Corporate,Asia Pacific,249.06,12.419999999999998
2013-11-23,Corporate,Europe,425.187,-0.06300000000000239
2014-09-19,Corporate,Asia Pacific,292.5252,14.065199999999997
2014-05-07,Corporate,Asia Pacific,148.932,-85.12799999999999
2014-09-06,Corporate,Europe,147.0,72.0
2013-03-15,Consumer,Europe,742.8240000000001,255.80400000000003
2015-06-06,Home Office,Asia Pacific,674.1630000000001,97.29299999999998
2014-12-14,Corporate,Asia Pacific,636.948,-333.37199999999996
2012-12-29,Corporate,Asia Pacific,195.84,7.800000000000001
2013-01-17,Corporate,Europe,339.90000000000003,30.45
2015-11-28,Corporate,Asia Pacific,267.84,62.4
2015-10-02,Consumer,LATAM,267.744,20.064
2013-03-23,Consumer,Asia Pacific,235.00799999999998,-86.23200000000003
2015-12-11,Consumer,USCA,10.86,5.1042000000000005
2014-06-18,Home Office,Europe,581.55,174.45
2015-10-31,Consumer,Asia Pacific,206.68500000000003,-173.65500000000003
2015-05-01,Home Office,Asia Pacific,222.02100000000002,29.600999999999992
2015-07-21,Home Office,LATAM,348.79200000000003,-104.64800000000002
2014-10-18,Corporate,LATAM,546.9600000000002,158.6
2015-09-08,Corporate,Asia Pacific,320.16599999999994,-170.78399999999996
2014-06-26,Corporate,LATAM,195.6,70.4
2012-11-02,Consumer,Asia Pacific,375.84000000000003,107.94
2012-03-15,Corporate,Africa,225.23999999999995,112.62
2014-12-16,Corporate,Africa,313.36199999999997,-459.8579999999999
2014-08-23,Corporate,Europe,246.60000000000002,27.0
2013-08-01,Consumer,Asia Pacific,280.2834,72.32339999999999
2014-09-24,Corporate,Europe,102.47999999999999,24.57
2015-11-22,Corporate,Europe,223.182,27.221999999999994
2015-01-09,Corporate,Europe,529.47,201.15
2014-07-03,Consumer,LATAM,275.76,-110.34000000000003
2014-05-27,Home Office,Asia Pacific,206.39999999999998,92.88
2015-11-17,Corporate,Europe,351.864,74.184
2013-06-06,Consumer,LATAM,379.00000000000006,56.79999999999999
2012-03-29,Consumer,Asia Pacific,233.88750000000002,59.22749999999999
2013-02-07,Consumer,Europe,83.55000000000001,3.3000000000000003
2015-12-18,Home Office,Asia Pacific,354.86099999999993,-7.928999999999995
2014-07-09,Consumer,USCA,107.984,9.448599999999995
2014-07-02,Corporate,Europe,764.82,-369.72
2014-07-22,Consumer,USCA,282.59999999999997,59.1
2015-07-26,Home Office,Europe,277.695,-9.405000000000001
2015-02-11,Consumer,Europe,93.17999999999999,-65.34
2013-08-01,Consumer,Europe,257.25,30.749999999999996
2014-01-09,Consumer,Africa,167.94,83.97
2013-09-06,Corporate,LATAM,294.896,14.615999999999985
2012-03-20,Consumer,Europe,81.75599999999999,13.595999999999997
2013-10-10,Corporate,Asia Pacific,393.50399999999996,-59.13599999999999
2012-09-08,Consumer,USCA,10.896,3.4049999999999994
2012-06-09,Consumer,Asia Pacific,331.02000000000004,158.88
2014-07-09,Consumer,USCA,19.296,6.029999999999999
2013-08-17,Home Office,LATAM,276.86400000000003,96.88399999999999
2015-11-21,Consumer,Europe,168.03,-110.91
2015-05-05,Corporate,Asia Pacific,302.76,-75.72000000000003
2013-03-02,Consumer,Europe,447.72,-286.65000000000003
2014-08-13,Consumer,USCA,1399.9440000000002,52.497900000000016
2014-12-11,Consumer,USCA,679.96,220.98699999999997
2015-12-22,Home Office,Europe,661.3199999999999,118.98000000000002
2014-05-02,Consumer,USCA,109.92,53.8608
2014-07-22,Consumer,Asia Pacific,705.5999999999999,331.44
2015-09-17,Home Office,LATAM,152.09999999999997,42.540000000000006
2015-01-23,Consumer,Asia Pacific,518.1120000000001,-570.0480000000001
2014-11-28,Consumer,USCA,39.808,3.9808000000000003
2014-05-02,Consumer,USCA,11.16,4.3524
2014-10-03,Corporate,LATAM,303.84,39.48
2013-08-07,Consumer,Europe,582.1200000000001,139.68
2013-09-12,Corporate,Europe,496.584,-27.696
2012-04-21,Corporate,Asia Pacific,195.00000000000003,33.15
2014-08-19,Home Office,Asia Pacific,155.33999999999997,15.48
2014-09-19,Consumer,Asia Pacific,725.67,355.5
2015-12-29,Corporate,Asia Pacific,354.86099999999993,-7.928999999999995
2014-05-02,Consumer,USCA,19.44,9.3312
2014-02-26,Corporate,Asia Pacific,331.728,-282.0719999999999
2014-09-16,Corporate,Europe,109.52999999999997,16.38
2014-12-11,Consumer,USCA,18.54,8.713799999999999
2014-05-27,Consumer,USCA,26.94,11.314800000000002
2012-01-14,Corporate,USCA,572.58,34.354799999999955
2013-09-24,Consumer,Europe,301.68,5.9399999999999995
2014-06-24,Consumer,LATAM,489.45912,33.33912
2012-01-13,Consumer,LATAM,201.26,100.62000000000002
2015-09-26,Corporate,Asia Pacific,659.424,-428.7359999999999
2014-10-04,Consumer,Asia Pacific,246.69,54.269999999999996
2015-12-24,Consumer,Africa,251.70000000000002,118.26
2015-09-01,Consumer,Asia Pacific,650.034,-23.706000000000017
2015-07-18,Home Office,Asia Pacific,193.68,11.52
2014-12-03,Corporate,LATAM,485.9039999999999,36.384000000000036
2015-10-27,Consumer,LATAM,662.19296,197.71296
2013-05-24,Consumer,Asia Pacific,203.18399999999997,29.304000000000002
2012-08-17,Consumer,Asia Pacific,524.28,146.76
2015-09-29,Home Office,LATAM,332.15999999999997,-11.079999999999973
2015-06-21,Corporate,Europe,226.56000000000003,58.86
2012-11-14,Consumer,Asia Pacific,498.12,24.839999999999996
2012-01-14,Corporate,USCA,646.74,258.696
2015-10-10,Corporate,Asia Pacific,194.76600000000005,-95.93400000000001
2012-12-07,Corporate,LATAM,188.192,2.351999999999998
2012-06-21,Corporate,Europe,196.92000000000004,78.72
2013-06-18,Consumer,Asia Pacific,87.21,-9.69
2012-07-30,Consumer,Europe,85.14000000000001,15.299999999999999
2015-10-29,Home Office,LATAM,666.72,53.28000000000001
2013-09-11,Corporate,LATAM,409.82399999999996,-245.93599999999998
2014-06-13,Home Office,Africa,101.75400000000002,-169.62599999999998
2015-12-22,Consumer,Asia Pacific,243.26999999999998,121.59
2012-12-20,Corporate,Europe,450.7650000000001,-10.035000000000004
2012-11-27,Corporate,USCA,397.59999999999997,43.73599999999996
2015-10-09,Corporate,USCA,239.96,115.1808
2012-02-08,Corporate,USCA,64.96,9.744
2015-12-26,Home Office,LATAM,513.1200000000001,-342.0800000000001
2015-06-19,Consumer,Asia Pacific,494.0658,-11.914200000000022
2013-11-20,Corporate,USCA,89.69600000000001,33.635999999999996
2014-10-23,Consumer,LATAM,486.3,92.30000000000001
2012-11-27,Corporate,USCA,85.96,40.401199999999996
2013-09-29,Corporate,Europe,170.94,-129.99
2015-12-13,Consumer,Europe,323.2125,121.61250000000004
2012-01-14,Corporate,USCA,50.94,25.47
2012-04-03,Consumer,LATAM,292.8,46.8
2015-04-10,Consumer,LATAM,137.12,52.08
2015-12-04,Consumer,Asia Pacific,359.04,107.52000000000001
2012-02-14,Home Office,Asia Pacific,607.3199999999999,115.32
